epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,2154.37,0.60453,0.55957,0.82172,0.81789,0.80431,0.76593,0.564,1.01693,0.78655,0.91074,0.00268041,0.00268041,0.00268041
74,2177.17,0.59264,0.54529,0.82244,0.80707,0.81648,0.76212,0.5622,1.01486,0.78079,0.9173,0.00262864,0.00262864,0.00262864
75,2206.91,0.59792,0.55254,0.82164,0.81425,0.81127,0.76482,0.5564,1.05493,0.79038,0.92121,0.00257683,0.00257683,0.00257683
76,2227.39,0.60778,0.57235,0.82377,0.80493,0.80927,0.76046,0.55709,1.04119,0.80472,0.92238,0.002525,0.002525,0.002525
77,2249.15,0.59584,0.55029,0.82232,0.82022,0.80256,0.76555,0.56443,1.01566,0.78636,0.91619,0.00247317,0.00247317,0.00247317
78,2275.95,0.59346,0.54603,0.81923,0.82065,0.80257,0.7605,0.56406,1.01092,0.78805,0.91802,0.00242136,0.00242136,0.00242136
79,2321.01,0.59648,0.56542,0.82082,0.81586,0.81907,0.7624,0.56588,1.00385,0.77003,0.91112,0.00236959,0.00236959,0.00236959
80,2337.25,0.60089,0.5784,0.82206,0.81521,0.81051,0.76114,0.56001,1.02237,0.77506,0.91153,0.0023179,0.0023179,0.0023179
81,2416.11,0.59133,0.56059,0.81828,0.81304,0.79432,0.75981,0.55681,1.0172,0.79462,0.91162,0.00226629,0.00226629,0.00226629
82,2440.32,0.58391,0.5492,0.81866,0.81395,0.8114,0.76142,0.56153,1.01971,0.79551,0.91003,0.0022148,0.0022148,0.0022148
83,2478.78,0.5813,0.5594,0.81748,0.81946,0.81616,0.76436,0.5653,1.00983,0.78322,0.91477,0.00216344,0.00216344,0.00216344
84,2499.63,0.57741,0.55098,0.81598,0.80331,0.81267,0.75888,0.55724,1.02405,0.78547,0.91409,0.00211225,0.00211225,0.00211225
85,2522.43,0.57454,0.54108,0.81801,0.81779,0.81588,0.76462,0.56491,1.02588,0.78419,0.91941,0.00206123,0.00206123,0.00206123
86,2536.56,0.56697,0.53357,0.81616,0.82405,0.8102,0.76396,0.56103,1.02336,0.77632,0.91564,0.00201042,0.00201042,0.00201042
87,2641.48,0.56968,0.53332,0.81633,0.82261,0.80878,0.77064,0.57075,1.01037,0.76739,0.91677,0.00195983,0.00195983,0.00195983
88,2663.6,0.57025,0.53866,0.81677,0.8296,0.80385,0.76816,0.55956,1.02804,0.78407,0.92258,0.00190949,0.00190949,0.00190949
89,2693.67,0.56417,0.53563,0.81434,0.81583,0.81516,0.76399,0.56123,1.02803,0.78322,0.92738,0.00185942,0.00185942,0.00185942
90,2709.72,0.5628,0.5273,0.81607,0.82321,0.8086,0.76639,0.56705,1.00405,0.76638,0.91348,0.00180965,0.00180965,0.00180965
91,2731.06,0.55868,0.52495,0.81521,0.81344,0.81091,0.7678,0.56277,1.02415,0.77949,0.91923,0.00176018,0.00176018,0.00176018
92,2747.29,0.56452,0.53775,0.81622,0.82341,0.80678,0.76499,0.56381,1.00593,0.77496,0.91427,0.00171106,0.00171106,0.00171106
93,2767.65,0.55535,0.52776,0.81618,0.8235,0.80431,0.76286,0.56376,1.01439,0.78733,0.91906,0.00166228,0.00166228,0.00166228
94,2793.35,0.55137,0.51689,0.81277,0.82016,0.81249,0.76595,0.56308,1.01208,0.77306,0.91533,0.00161389,0.00161389,0.00161389
95,2808.14,0.54932,0.51444,0.81369,0.82394,0.80646,0.76151,0.56389,1.00681,0.77495,0.91639,0.0015659,0.0015659,0.0015659
96,2829.28,0.54257,0.51696,0.81332,0.81233,0.81895,0.76545,0.56469,1.01411,0.77956,0.91872,0.00151833,0.00151833,0.00151833
97,2861.38,0.55808,0.53293,0.81351,0.81385,0.81514,0.76379,0.56517,1.01142,0.77269,0.91725,0.0014712,0.0014712,0.0014712
98,2904.53,0.54418,0.52533,0.81098,0.82229,0.81178,0.76377,0.56241,1.02171,0.78058,0.92337,0.00142453,0.00142453,0.00142453
99,2922.28,0.53427,0.50619,0.812,0.82398,0.81129,0.76303,0.56461,1.00817,0.78607,0.92462,0.00137834,0.00137834,0.00137834
100,2968.49,0.54468,0.5087,0.81346,0.82705,0.80825,0.76084,0.56282,1.00822,0.77352,0.9126,0.00133266,0.00133266,0.00133266
101,2999.02,0.53827,0.50934,0.811,0.8219,0.80826,0.76469,0.56762,0.99919,0.767,0.91073,0.0012875,0.0012875,0.0012875
102,3030.6,0.5368,0.50476,0.81184,0.82746,0.812,0.76626,0.5666,1.01291,0.76895,0.91852,0.00124288,0.00124288,0.00124288
103,3054.94,0.52954,0.50268,0.81084,0.82435,0.80377,0.76734,0.56613,1.01776,0.77331,0.91724,0.00119883,0.00119883,0.00119883
104,3068.86,0.51854,0.49174,0.80997,0.81888,0.81354,0.76709,0.56656,1.00694,0.77058,0.91479,0.00115536,0.00115536,0.00115536
105,3097.65,0.53637,0.50529,0.81154,0.81712,0.81095,0.76745,0.56775,1.01091,0.77423,0.91683,0.00111248,0.00111248,0.00111248
106,3115.9,0.53285,0.50446,0.81221,0.82159,0.81489,0.76666,0.567,1.00789,0.76928,0.91594,0.00107023,0.00107023,0.00107023
107,3131.06,0.53631,0.52302,0.81113,0.81654,0.82013,0.76517,0.56775,1.00418,0.76761,0.91587,0.00102862,0.00102862,0.00102862
108,3160.3,0.53295,0.51773,0.80917,0.82461,0.80886,0.7652,0.56428,1.02032,0.77833,0.92123,0.000987659,0.000987659,0.000987659
109,3221.84,0.52627,0.49969,0.81017,0.82333,0.81542,0.76938,0.57122,1.00557,0.7693,0.91573,0.000947376,0.000947376,0.000947376
110,3265.68,0.52687,0.50851,0.80907,0.8236,0.81134,0.76602,0.5666,1.01063,0.77479,0.91663,0.000907784,0.000907784,0.000907784
111,3299.06,0.52053,0.49243,0.81106,0.81836,0.8178,0.76802,0.56728,1.01431,0.77421,0.92064,0.000868902,0.000868902,0.000868902
112,3317.94,0.51741,0.48412,0.80958,0.82022,0.81558,0.76964,0.57138,1.00887,0.77124,0.91974,0.000830746,0.000830746,0.000830746
113,3342.02,0.50913,0.48982,0.80837,0.82033,0.81635,0.76657,0.56545,1.01727,0.77576,0.92149,0.000793333,0.000793333,0.000793333
114,3365.9,0.51329,0.49209,0.80929,0.82358,0.81029,0.76756,0.56844,1.00775,0.77789,0.92174,0.00075668,0.00075668,0.00075668
115,3404.6,0.51989,0.49865,0.80927,0.82377,0.81947,0.76645,0.56839,1.01274,0.77655,0.92408,0.000720803,0.000720803,0.000720803
116,3433.89,0.5197,0.50059,0.81059,0.81955,0.81933,0.76833,0.56919,1.01218,0.77628,0.92321,0.000685717,0.000685717,0.000685717
117,3452.17,0.5139,0.49708,0.80837,0.82672,0.81559,0.76925,0.57157,1.00349,0.76944,0.91654,0.000651437,0.000651437,0.000651437
118,3478.78,0.51236,0.49778,0.80755,0.82201,0.81538,0.76598,0.5687,1.00298,0.7736,0.91799,0.00061798,0.00061798,0.00061798
119,3503.18,0.51056,0.49617,0.809,0.8232,0.8102,0.7683,0.56558,1.0161,0.78072,0.92366,0.000585359,0.000585359,0.000585359
120,3519.08,0.50985,0.49293,0.80675,0.82576,0.8178,0.76561,0.56462,1.01962,0.77958,0.9243,0.000553588,0.000553588,0.000553588
121,3546.64,0.50723,0.48724,0.80883,0.82359,0.81571,0.766,0.56577,1.01066,0.77377,0.91886,0.000522683,0.000522683,0.000522683
122,3584.11,0.52084,0.51525,0.80909,0.82024,0.81086,0.76417,0.56568,1.01278,0.77603,0.92268,0.000492656,0.000492656,0.000492656
123,3607.98,0.50504,0.48581,0.80899,0.81964,0.81558,0.76577,0.56543,1.01092,0.76981,0.91839,0.00046352,0.00046352,0.00046352
124,3626.6,0.51484,0.4932,0.80916,0.8221,0.81693,0.76515,0.56435,1.02015,0.78192,0.92301,0.000435288,0.000435288,0.000435288
125,3648.87,0.4954,0.4781,0.80667,0.82438,0.81487,0.76837,0.56577,1.02326,0.78876,0.92927,0.000407973,0.000407973,0.000407973
126,3673.28,0.49311,0.47643,0.809,0.82479,0.81368,0.7654,0.56445,1.01547,0.77921,0.9232,0.000381587,0.000381587,0.000381587
127,3692.31,0.50888,0.49098,0.80903,0.82426,0.8179,0.76588,0.56596,1.01037,0.7761,0.9209,0.000356141,0.000356141,0.000356141
128,3710.85,0.50174,0.48963,0.80558,0.82357,0.81753,0.76555,0.56646,1.01301,0.77592,0.92139,0.000331646,0.000331646,0.000331646
129,3738.27,0.49667,0.47633,0.80635,0.82342,0.81938,0.76702,0.56808,1.01406,0.77054,0.91975,0.000308113,0.000308113,0.000308113
130,3775.75,0.5025,0.49918,0.80729,0.82191,0.81604,0.76724,0.56678,1.01717,0.77682,0.923,0.000285553,0.000285553,0.000285553
131,3813.6,0.50468,0.49132,0.80803,0.82529,0.81449,0.76421,0.56678,1.00896,0.77354,0.9203,0.000263975,0.000263975,0.000263975
132,3837.67,0.49285,0.47392,0.80861,0.82575,0.81171,0.7641,0.56443,1.01067,0.77248,0.92106,0.000243389,0.000243389,0.000243389
133,3867.76,0.50048,0.48673,0.8053,0.81779,0.81934,0.76526,0.56557,1.01199,0.77627,0.92326,0.000223803,0.000223803,0.000223803
134,3881.94,0.49744,0.48002,0.80674,0.82464,0.81311,0.76712,0.56623,1.01329,0.77055,0.92263,0.000205227,0.000205227,0.000205227
135,3924.41,0.49907,0.4872,0.80675,0.82009,0.81724,0.76714,0.56653,1.01433,0.77386,0.92338,0.000187668,0.000187668,0.000187668
136,3964.96,0.49417,0.47351,0.80719,0.82177,0.81336,0.7669,0.56587,1.01284,0.7751,0.92219,0.000171135,0.000171135,0.000171135
137,3978.97,0.50026,0.49089,0.80755,0.82319,0.81363,0.76517,0.56652,1.01461,0.77734,0.92331,0.000155634,0.000155634,0.000155634
138,3998.98,0.49666,0.47776,0.80665,0.81896,0.81731,0.76504,0.56694,1.01417,0.77877,0.92444,0.000141173,0.000141173,0.000141173
139,4017.36,0.4999,0.48917,0.80713,0.821,0.81621,0.76567,0.5662,1.01392,0.77973,0.9243,0.000127757,0.000127757,0.000127757
140,4057.43,0.49833,0.49462,0.80807,0.81688,0.82038,0.76562,0.56589,1.01519,0.77894,0.92447,0.000115392,0.000115392,0.000115392
141,4132.83,0.46713,0.4525,0.80113,0.82022,0.81632,0.76731,0.56782,1.00765,0.7737,0.91891,0.000104085,0.000104085,0.000104085
142,4153.21,0.46671,0.45831,0.80011,0.82001,0.81445,0.7671,0.56659,1.00905,0.77586,0.9192,9.38391e-05,9.38391e-05,9.38391e-05
143,4199.27,0.4673,0.45795,0.80146,0.8197,0.81384,0.76628,0.56644,1.00887,0.77745,0.91855,8.46598e-05,8.46598e-05,8.46598e-05
144,4218.43,0.46328,0.44736,0.80138,0.82015,0.81114,0.76384,0.56478,1.01078,0.77749,0.9182,7.6551e-05,7.6551e-05,7.6551e-05
145,4238.62,0.45947,0.44839,0.80101,0.8132,0.81934,0.7637,0.56454,1.01085,0.78077,0.91872,6.95161e-05,6.95161e-05,6.95161e-05
146,4286.23,0.46186,0.44205,0.80084,0.81433,0.82076,0.76463,0.56535,1.01196,0.78077,0.92086,6.35583e-05,6.35583e-05,6.35583e-05
147,4301.74,0.46194,0.44375,0.79977,0.81947,0.81506,0.76524,0.5667,1.01089,0.77741,0.92047,5.86802e-05,5.86802e-05,5.86802e-05
148,4320.18,0.46771,0.45955,0.80205,0.82336,0.81191,0.76475,0.56604,1.01253,0.77815,0.9202,5.48838e-05,5.48838e-05,5.48838e-05
149,4346,0.46711,0.45053,0.80226,0.82688,0.81219,0.7651,0.56665,1.01134,0.7805,0.92032,5.2171e-05,5.2171e-05,5.2171e-05
150,4373,0.46559,0.44653,0.7996,0.81866,0.81774,0.76574,0.5658,1.01225,0.7793,0.92109,5.05428e-05,5.05428e-05,5.05428e-05
