epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,365.792,0.11731,0.16575,0.79303,0.99888,1,0.995,0.995,0.09183,0.11707,0.63855,0.0022148,0.0022148,0.0022148
56,372.363,0.11458,0.15786,0.79995,0.99879,1,0.995,0.995,0.09846,0.11898,0.63914,0.00213782,0.00213782,0.00213782
57,379.147,0.11445,0.1637,0.79837,0.99855,1,0.995,0.995,0.10605,0.11918,0.63904,0.00206123,0.00206123,0.00206123
58,385.797,0.11278,0.15773,0.79919,0.99891,1,0.995,0.995,0.07642,0.1084,0.63821,0.0019851,0.0019851,0.0019851
59,392.332,0.1106,0.15823,0.79354,0.99898,1,0.995,0.995,0.06452,0.09755,0.63719,0.00190949,0.00190949,0.00190949
60,398.969,0.10733,0.15202,0.79434,0.99895,1,0.995,0.995,0.06542,0.0989,0.6371,0.0018345,0.0018345,0.0018345
61,405.377,0.10555,0.14975,0.79518,0.99876,1,0.995,0.995,0.06956,0.0996,0.63659,0.00176018,0.00176018,0.00176018
62,411.971,0.10171,0.14919,0.79678,0.99896,1,0.995,0.995,0.06608,0.10302,0.63675,0.00168662,0.00168662,0.00168662
63,418.5,0.09967,0.15689,0.79543,0.9988,1,0.995,0.995,0.06209,0.0978,0.63682,0.00161389,0.00161389,0.00161389
64,425.441,0.09651,0.14582,0.79385,0.99887,1,0.995,0.995,0.07796,0.1011,0.63644,0.00154206,0.00154206,0.00154206
65,432.071,0.10157,0.14796,0.79373,0.999,1,0.995,0.995,0.08073,0.1013,0.63641,0.0014712,0.0014712,0.0014712
66,438.672,0.09623,0.1455,0.79237,0.99906,1,0.995,0.995,0.082,0.10201,0.63537,0.00140137,0.00140137,0.00140137
67,445.429,0.09256,0.14454,0.79389,0.999,1,0.995,0.995,0.05875,0.09922,0.63521,0.00133266,0.00133266,0.00133266
